paper_id,title,publication_date,journal_conference,citation_count,field_of_study,author_prestige_score,paper_quality_score,novelty_score,pdf_available,doi
261d783c-5db6-4722-82ae-ca3c3e893195,Advanced Framework in Engineering,2020-10-24 03:11:51.736355,Journal of Engineering,28,Engineering,0.928,0.91,0.829,False,10.1234/journalofengineering.2020.5176
eb274ea5-69ac-4fb9-8bd8-614a2aae9706,Molecular Approach in Biology,2018-09-25 01:21:41.622163,Science,148,Biology,0.432,0.535,0.356,True,10.1234/science.2018.7753
44d8cb8d-acff-41ad-8f4e-167c68805a7a,Advanced Approach in Engineering,2025-03-30 17:38:24.697429,International Conference,19,Engineering,0.353,0.222,0.354,True,10.1234/internationalconference.2025.2717
e8736e7e-8ca4-4c36-8604-cf00194068fb,Theoretical Analysis in Chemistry,2018-09-25 11:50:46.068953,International Conference,25,Chemistry,0.373,0.62,0.143,True,10.1234/internationalconference.2018.4354
ca0d279e-5554-4832-9b03-7499b776321d,Experimental Analysis in Economics,2023-05-20 08:30:58.712372,International Conference,6,Economics,0.601,0.599,0.646,True,10.1234/internationalconference.2023.7710
7b308943-76a9-40f3-a427-6eadd0df26a4,Network Approach in Computer Science,2023-08-01 09:39:15.763730,NeurIPS,41,Computer Science,0.465,0.361,0.224,True,10.1234/neurips.2023.7116
9b95fc66-a13a-43b6-89b9-fc47e0872cce,Advanced Approach in Medicine,2017-06-20 13:57:42.428231,The Lancet,45,Medicine,0.554,0.426,0.261,True,10.1234/thelancet.2017.4095
3b244433-a1ec-45a7-9efd-14e9c9470211,Biological Approach in Biology,2023-08-09 03:29:04.423597,Cell,48,Biology,0.337,0.093,0.066,True,10.1234/cell.2023.3217
71e8347d-f203-41ca-b70f-2e169295d280,Genetic Study in Biology,2018-01-02 03:54:53.558027,Genome Research,37,Biology,0.737,0.879,0.568,True,10.1234/genomeresearch.2018.1135
ae3c1ec5-e0fa-45f5-86ea-f4fae15a812b,Network Study in Computer Science,2024-05-01 16:39:32.006715,SIGIR,16,Computer Science,0.46,0.102,0.21,True,10.1234/sigir.2024.8972
56f7c859-c4ec-4fad-b265-6b6343d05a1d,Data Study in Computer Science,2019-01-07 10:48:53.862649,ICML,139,Computer Science,0.331,0.288,0.744,True,10.1234/icml.2019.7917
c7defd50-1c7b-49dd-a4b3-b51192f7e581,Novel Approach in Sociology,2020-02-06 01:56:07.858464,International Conference,5,Sociology,0.472,0.554,0.065,True,10.1234/internationalconference.2020.5313
6b485268-31cf-4484-adcc-613fed055bc1,Experimental Analysis in Medicine,2016-12-04 06:26:49.457641,The Lancet,70,Medicine,0.7,0.779,0.208,True,10.1234/thelancet.2016.8426
1760bd37-cede-4957-abc6-637d0c18dda4,Advanced Study in Mathematics,2023-06-05 17:00:30.333328,Journal of Mathematics,26,Mathematics,0.442,0.193,0.329,True,10.1234/journalofmathematics.2023.6193
c11edfc0-f7f3-4396-b3ab-b4f19f9e7615,Cellular Approach in Biology,2020-12-14 19:30:40.608176,Nature,39,Biology,0.739,0.766,0.115,True,10.1234/nature.2020.7746
9c226e9e-5be4-445f-b52e-cf6705bfab5f,Advanced Framework in Sociology,2019-05-28 05:22:15.221680,International Conference,14,Sociology,0.846,0.865,0.083,True,10.1234/internationalconference.2019.9114
2cee3f05-5ffd-48d9-81e7-76d1d45d6343,Theoretical Analysis in Medicine,2023-09-14 20:58:32.948173,BMJ,2,Medicine,0.387,0.303,0.425,True,10.1234/bmj.2023.1058
ac94a1bd-a43b-4df3-9b1b-1100f19c4510,Evolutionary Study in Biology,2020-11-25 02:16:19.295659,Nature,204,Biology,0.484,0.699,0.206,True,10.1234/nature.2020.3836
d4a16d58-ea1e-41bc-8fc2-198ccbb66f10,Network Framework in Computer Science,2023-12-20 19:48:28.204393,KDD,12,Computer Science,0.499,0.383,0.036,True,10.1234/kdd.2023.5417
13a36def-45bb-4252-aeaf-7e87eb8b9ac3,Experimental Analysis in Medicine,2023-03-08 14:18:51.715486,JAMA,24,Medicine,0.837,0.993,0.155,True,10.1234/jama.2023.2833
80564f9b-d36e-4039-8d3a-3a46db686eb6,Learning Analysis in Computer Science,2023-10-23 19:28:42.717636,ICML,122,Computer Science,0.222,0.148,0.317,True,10.1234/icml.2023.9808
df6bf989-5616-4734-a08e-623031c08253,Theoretical Study in Chemistry,2016-01-30 13:47:43.234393,International Conference,35,Chemistry,0.183,0.307,0.514,True,10.1234/internationalconference.2016.9043
0bd5a3b1-ff27-49e7-bec8-261891cb79e0,Genomic Framework in Biology,2015-12-13 09:12:57.929509,Cell,194,Biology,0.68,1.0,0.412,True,10.1234/cell.2015.5356
4f7d69eb-9fc3-41a7-8f0a-bbbb32e979e7,Novel Approach in Medicine,2023-03-11 12:10:26.834726,BMJ,30,Medicine,0.463,0.307,0.599,True,10.1234/bmj.2023.7960
1992bdd7-7912-46d0-a4c3-6b82e293dc58,Neural Approach in Computer Science,2015-12-09 00:16:57.464008,SIGIR,103,Computer Science,0.708,0.718,0.337,False,10.1234/sigir.2015.7287
b8b0fb03-cb43-40ba-a737-176093a6421e,Experimental Approach in Chemistry,2017-10-23 07:15:10.327541,International Conference,19,Chemistry,0.65,0.67,0.291,True,10.1234/internationalconference.2017.4327
643433e0-75d9-4bd7-8f7f-e5d90384fedd,Molecular Study in Biology,2019-10-06 15:48:51.203505,Nature,1,Biology,0.505,0.429,0.464,True,10.1234/nature.2019.9255
ec97cbe3-e3d0-4f39-92b7-1f321738ff51,Advanced Framework in Chemistry,2025-05-09 01:09:56.869567,Journal of Chemistry,6,Chemistry,0.358,0.353,0.735,True,10.1234/journalofchemistry.2025.4367
63b4d68f-822e-4b38-84cd-7b7ae50f1df3,Theoretical Framework in Engineering,2022-12-18 02:05:28.252560,Journal of Engineering,45,Engineering,0.453,0.185,0.437,False,10.1234/journalofengineering.2022.6884
1529d900-4457-4c9e-9cd3-32dc9ba608e8,Novel Study in Chemistry,2021-07-03 05:20:18.138005,Journal of Chemistry,13,Chemistry,0.526,0.584,0.236,True,10.1234/journalofchemistry.2021.4513
55ac650a-cca3-49d8-9d38-0de5cbe07517,Data Analysis in Computer Science,2020-03-30 09:36:10.602352,CVPR,64,Computer Science,0.556,0.576,0.117,False,10.1234/cvpr.2020.8780
7a7c1d3c-e21d-498a-b3c9-febaaa2bb93e,AI Approach in Computer Science,2016-09-18 22:04:07.969931,NeurIPS,12,Computer Science,0.337,0.499,0.562,True,10.1234/neurips.2016.5113
9a88e0ea-7d92-4303-aec8-c74900b35048,Genomic Study in Biology,2019-08-03 04:46:40.354593,Nature,252,Biology,0.168,0.15,0.803,False,10.1234/nature.2019.1138
0e61bc3a-326f-4283-8ae6-a9f09de19ad5,Advanced Approach in Engineering,2017-03-30 11:03:25.801371,Journal of Engineering,27,Engineering,0.112,0.0,0.178,True,10.1234/journalofengineering.2017.6719
ddeb5ac3-c1f3-4acd-b920-90dacdbb1e55,Novel Framework in Engineering,2020-12-27 18:48:51.004392,International Conference,2,Engineering,0.49,0.386,0.636,True,10.1234/internationalconference.2020.1379
dfe41462-b69c-4f82-a4ad-3aa17298d557,Novel Study in Engineering,2016-02-05 09:20:13.434325,Journal of Engineering,13,Engineering,0.459,0.663,0.702,False,10.1234/journalofengineering.2016.7486
8a595655-fe84-45bc-9c6a-a69bbf12a7f0,Novel Analysis in Medicine,2023-03-21 03:10:21.566097,The Lancet,3,Medicine,0.511,0.592,0.507,False,10.1234/thelancet.2023.5333
277c40f1-8b93-434f-b6b4-4cb7e2cb9904,Novel Approach in Engineering,2017-04-11 01:31:16.683938,International Conference,26,Engineering,0.093,0.2,0.485,True,10.1234/internationalconference.2017.5292
f8d45533-c2dd-4a22-82d7-2d0ff70b26fa,Advanced Study in Mathematics,2015-12-28 10:33:14.942281,Journal of Mathematics,106,Mathematics,0.215,0.347,0.238,True,10.1234/journalofmathematics.2015.4811
c03ad77e-df3c-408b-b0aa-a7ca71c4e104,Advanced Approach in Mathematics,2016-06-25 16:08:51.464738,International Conference,138,Mathematics,0.494,0.674,0.474,True,10.1234/internationalconference.2016.6834
ea72177c-56ff-4d01-8778-6836faf053db,Theoretical Framework in Chemistry,2022-07-24 10:27:08.882254,Journal of Chemistry,82,Chemistry,0.675,0.853,0.445,True,10.1234/journalofchemistry.2022.3194
fe60a57d-dd72-47dd-9f18-1fba665e1a59,Genomic Analysis in Biology,2017-06-29 00:17:34.010298,Science,0,Biology,0.407,0.253,0.56,True,10.1234/science.2017.5579
8a6416d9-57ed-40b5-be02-1601b51dbdb7,Advanced Approach in Engineering,2019-03-28 22:52:30.151660,International Conference,10,Engineering,0.271,0.0,0.171,True,10.1234/internationalconference.2019.1927
c2905d22-9440-4e34-ad88-0b3b3073568f,Theoretical Analysis in Engineering,2021-04-26 13:03:25.806325,International Conference,8,Engineering,0.655,0.65,0.547,True,10.1234/internationalconference.2021.2633
e8a4a695-81a2-466a-b26f-99baf4560188,Novel Study in Mathematics,2020-06-30 10:46:37.979790,International Conference,23,Mathematics,0.416,0.456,0.475,True,10.1234/internationalconference.2020.5435
d44ad19c-0af1-454a-9e24-aaaea71eb15d,Experimental Study in Psychology,2017-04-05 20:58:57.009221,Journal of Psychology,5,Psychology,0.678,0.556,0.335,True,10.1234/journalofpsychology.2017.2233
af1073b8-8610-4434-9997-4a883da566eb,Advanced Framework in Chemistry,2024-10-09 22:00:19.753771,Journal of Chemistry,0,Chemistry,0.465,0.43,0.59,True,10.1234/journalofchemistry.2024.6071
c9d2ab01-5bfa-47ca-9bf2-c844811ac5b8,Genomic Study in Biology,2020-04-23 11:56:02.564529,Science,109,Biology,0.512,0.612,0.543,True,10.1234/science.2020.3362
3f140442-2401-4359-987a-7e431909fb10,Experimental Framework in Mathematics,2024-07-15 15:05:53.857663,International Conference,4,Mathematics,0.476,0.505,0.208,True,10.1234/internationalconference.2024.1461
811e4540-f567-47da-8019-2335b54b4d93,Relativistic Framework in Physics,2023-05-24 14:49:08.428433,APL,21,Physics,0.851,0.988,0.717,True,10.1234/apl.2023.3474
888a415f-6371-4954-8ac0-2df34e0ac81d,Theoretical Analysis in Economics,2023-07-02 10:59:16.965641,Journal of Economics,0,Economics,0.762,0.58,0.158,True,10.1234/journalofeconomics.2023.7666
33b01f8c-a3da-4e3f-a764-cb69560b6b39,Novel Study in Chemistry,2021-10-20 10:39:07.803223,Journal of Chemistry,24,Chemistry,0.989,0.901,0.734,True,10.1234/journalofchemistry.2021.3907
0372e25c-b50e-4df6-adc2-cc92bc83ede0,Molecular Approach in Biology,2020-07-31 08:46:04.403802,Nature,46,Biology,0.12,0.325,0.262,True,10.1234/nature.2020.9126
c6d2f2b7-230b-4242-94fc-0348df10f706,Experimental Study in Chemistry,2022-07-12 19:25:30.900370,Journal of Chemistry,1,Chemistry,0.337,0.168,0.284,True,10.1234/journalofchemistry.2022.4039
7bd270f2-4a15-4e4a-a526-e969ac96691f,Experimental Approach in Psychology,2017-05-13 12:44:47.387640,International Conference,106,Psychology,0.149,0.073,0.198,False,10.1234/internationalconference.2017.5342
27134f47-abcf-4b3b-9375-aa909f1a2895,Novel Study in Chemistry,2021-07-30 23:12:57.204638,Journal of Chemistry,8,Chemistry,0.653,0.9,0.422,False,10.1234/journalofchemistry.2021.7868
a101a7fd-b488-4039-a98c-55bbdf4ab876,Advanced Approach in Chemistry,2018-10-03 04:31:39.413799,International Conference,36,Chemistry,0.636,0.383,0.274,True,10.1234/internationalconference.2018.9742
909d971d-40fb-4df4-b87d-6e0a35259cb4,Advanced Approach in Engineering,2018-10-21 06:55:39.528714,International Conference,53,Engineering,0.679,0.853,0.208,True,10.1234/internationalconference.2018.4152
e2127f42-66c3-4a61-b8e6-acec9df798a0,Experimental Framework in Engineering,2024-02-14 12:28:56.568788,Journal of Engineering,52,Engineering,0.898,0.787,0.646,True,10.1234/journalofengineering.2024.9615
d6b870f5-8fa1-4cc6-9145-4110d0d3450d,Genetic Approach in Biology,2022-02-11 07:40:33.087596,Genome Research,181,Biology,0.949,0.92,0.527,True,10.1234/genomeresearch.2022.7250
6904d051-2d33-41ad-9f43-ca44deaff871,Cellular Approach in Biology,2019-06-20 01:16:07.338379,PNAS,201,Biology,0.822,0.657,0.339,False,10.1234/pnas.2019.8780
670c2e33-d23f-4bee-8c1b-edc60511a941,Deep Study in Computer Science,2018-03-13 15:07:23.317890,NeurIPS,50,Computer Science,0.172,0.296,0.62,True,10.1234/neurips.2018.9948
b36f973f-f4bd-415d-ac6d-d687f2721712,Genetic Framework in Biology,2015-11-12 20:48:16.965618,Science,220,Biology,0.633,0.777,0.663,True,10.1234/science.2015.3782
a6a42368-64f8-4361-b95b-9c320956ba35,Advanced Study in Engineering,2024-10-30 19:45:00.408060,International Conference,2,Engineering,0.593,0.822,0.615,True,10.1234/internationalconference.2024.1575
0b7d325c-99fc-482c-91af-2e5a1585a56b,Genomic Analysis in Biology,2025-05-23 06:53:37.586971,PLOS Biology,6,Biology,0.675,0.571,0.546,True,10.1234/plosbiology.2025.4873
ce87fb3a-2fdb-4e94-8fbe-c1941b512998,Theoretical Framework in Mathematics,2020-03-31 13:57:02.792425,Journal of Mathematics,10,Mathematics,0.821,0.829,0.13,True,10.1234/journalofmathematics.2020.3220
cd7e054d-5309-444f-9208-3edc792c8862,Genomic Analysis in Biology,2017-02-13 07:05:14.307245,Genome Research,63,Biology,0.101,0.0,0.074,True,10.1234/genomeresearch.2017.4220
48c8e277-b6e2-4db8-9b31-4594e66334b3,Field Approach in Physics,2020-06-08 05:44:38.345154,Physical Review Letters,8,Physics,0.594,0.54,0.227,True,10.1234/physicalreviewletters.2020.1163
a7ad661e-9aba-44cc-a2b5-78d22fad2545,Experimental Framework in Chemistry,2018-05-29 01:49:41.370757,International Conference,17,Chemistry,0.896,0.634,0.41,True,10.1234/internationalconference.2018.8795
7105920b-b2da-45c8-9c3c-152d058f7e22,Algorithm Approach in Computer Science,2015-11-08 03:26:11.733153,NeurIPS,4,Computer Science,0.397,0.555,0.582,True,10.1234/neurips.2015.1981
b4748ef4-c091-4efa-8e22-5a729b09e173,Advanced Framework in Medicine,2024-06-24 18:02:30.137460,The Lancet,124,Medicine,0.087,0.449,0.823,True,10.1234/thelancet.2024.4987
9760f9bd-0d45-4b0d-b530-c2b669c74603,Novel Analysis in Medicine,2015-10-09 17:53:08.173732,JAMA,24,Medicine,0.321,0.381,0.595,False,10.1234/jama.2015.1201
21ddd66a-4dfa-4478-ba44-cf5896939f52,Deep Framework in Computer Science,2018-10-12 10:05:34.838382,AAAI,31,Computer Science,0.407,0.343,0.025,True,10.1234/aaai.2018.4542
579bb9a0-1be8-49eb-8516-4b08ec2b25bf,Relativistic Framework in Physics,2025-04-26 23:53:16.792895,Nature Physics,27,Physics,0.31,0.159,0.438,True,10.1234/naturephysics.2025.2465
7ed5690b-dc0c-4fe9-a9ee-d8a8023ddfee,Novel Approach in Medicine,2018-09-18 19:25:32.539011,BMJ,117,Medicine,0.779,0.751,0.091,True,10.1234/bmj.2018.8396
f0a5bf90-b570-4d34-9510-01e73256a945,Cellular Study in Biology,2018-09-20 19:36:21.467881,Nature,202,Biology,0.318,0.442,0.114,False,10.1234/nature.2018.2532
07129e5b-92b8-41ce-bbbc-b9e6dce89fea,Neural Study in Computer Science,2022-06-30 12:31:02.661381,NeurIPS,5,Computer Science,0.499,0.314,0.422,True,10.1234/neurips.2022.9856
cb49b492-61b3-44c8-8de5-1d627186a752,Theoretical Approach in Mathematics,2017-10-30 22:31:56.758382,International Conference,138,Mathematics,0.3,0.211,0.222,True,10.1234/internationalconference.2017.9344
c9145580-fe86-48b9-928a-0241e2dd49c3,Theoretical Approach in Sociology,2018-05-03 13:36:14.453399,International Conference,216,Sociology,0.64,0.717,0.131,True,10.1234/internationalconference.2018.7387
f45d59c2-b362-4394-a18d-0de0f9321217,Theoretical Study in Economics,2018-06-17 16:58:30.843499,Journal of Economics,3,Economics,0.606,0.626,0.253,True,10.1234/journalofeconomics.2018.4041
ebab2044-5bd1-4723-88ab-158cc427d7c5,Advanced Approach in Medicine,2021-08-15 19:46:31.866010,New England Journal of Medicine,29,Medicine,0.404,0.314,0.208,True,10.1234/newenglandjournalofmedicine.2021.5159
7622110c-20d9-4642-b6d5-10795954cf0f,Molecular Analysis in Biology,2021-04-12 08:57:25.865933,Cell,101,Biology,0.122,0.257,0.118,True,10.1234/cell.2021.7676
2ef09a7d-cf6e-4829-848a-de402ea4a17b,Quantum Framework in Physics,2016-12-11 07:50:04.335247,Physical Review Letters,110,Physics,0.788,0.707,0.187,True,10.1234/physicalreviewletters.2016.2817
1aa21e5b-5c9e-4158-a134-e0cb1427a6a9,Evolutionary Study in Biology,2017-09-20 00:37:24.144369,PNAS,355,Biology,0.876,0.893,0.544,True,10.1234/pnas.2017.9964
dbef0893-6336-4a9c-bfe1-9c6dd539f2f2,Advanced Framework in Chemistry,2025-02-10 03:49:15.844436,Journal of Chemistry,38,Chemistry,0.168,0.212,0.939,True,10.1234/journalofchemistry.2025.1103
a5da4cd8-e065-4a43-a451-0efe60b4d04d,Theoretical Analysis in Chemistry,2024-10-18 03:38:21.163427,Journal of Chemistry,1,Chemistry,0.803,1.0,0.266,True,10.1234/journalofchemistry.2024.6019
88934cfe-bbbb-4a0f-a88f-9d4f780accb1,Learning Framework in Computer Science,2016-10-24 22:55:55.281551,CVPR,17,Computer Science,0.638,0.58,0.599,True,10.1234/cvpr.2016.1881
e1ac1e9e-5a13-4222-a2f6-c2f8928e7b1f,Novel Study in Engineering,2021-03-19 01:00:20.908599,Journal of Engineering,3,Engineering,0.689,0.479,0.254,True,10.1234/journalofengineering.2021.5940
a9e7a31d-1666-4be9-babb-4affb572c4e7,Experimental Study in Engineering,2021-08-25 12:29:52.478120,Journal of Engineering,5,Engineering,0.335,0.323,0.724,True,10.1234/journalofengineering.2021.4009
f0596d34-e21e-4f72-8e3b-41831455364d,Particle Study in Physics,2018-06-22 17:25:56.807690,APL,223,Physics,0.377,0.361,0.744,True,10.1234/apl.2018.2521
dc1143c1-8013-4ca7-b1f5-b586f6d4d20a,Biological Framework in Biology,2022-07-21 17:47:02.162671,PNAS,8,Biology,0.588,0.458,0.293,True,10.1234/pnas.2022.1252
faf38fea-64b3-46f7-a96b-e5b5503da1e9,Thermodynamic Analysis in Physics,2024-04-21 11:11:01.547106,Nature Physics,2306,Physics,0.706,0.671,0.567,True,10.1234/naturephysics.2024.3966
30e6fc63-5f0c-4724-863e-53cb85672a63,Novel Analysis in Psychology,2017-09-06 11:44:23.909124,Journal of Psychology,18,Psychology,0.773,0.814,0.39,True,10.1234/journalofpsychology.2017.2348
43f42e42-0730-4fa4-9554-0c9f7790ba78,Novel Approach in Medicine,2018-04-26 06:14:15.273757,JAMA,6,Medicine,0.609,0.588,0.546,True,10.1234/jama.2018.5449
dbbcdb92-0d3f-4781-882e-4815d529d5fd,Experimental Framework in Psychology,2020-06-30 08:11:22.759963,Journal of Psychology,174,Psychology,0.352,0.272,0.494,True,10.1234/journalofpsychology.2020.8773
15435f11-e3d8-4a82-94db-ff44eadbfba2,Novel Framework in Economics,2019-10-04 13:48:10.468167,Journal of Economics,171,Economics,0.732,1.0,0.489,True,10.1234/journalofeconomics.2019.1370
eeef7ff0-0234-4b41-98cb-8436f4d03dd5,Learning Study in Computer Science,2022-05-03 06:08:27.077616,NeurIPS,10,Computer Science,0.293,0.229,0.504,True,10.1234/neurips.2022.7892
250f3abf-27cc-47e6-aa91-5383ba7b9654,Biological Analysis in Biology,2022-12-01 18:23:22.973718,PLOS Biology,47,Biology,0.381,0.226,0.344,True,10.1234/plosbiology.2022.6174
8b300c26-3d31-45d0-bbba-685502cf8f71,Advanced Study in Sociology,2015-11-01 16:53:47.499109,International Conference,8,Sociology,0.502,0.339,0.409,True,10.1234/internationalconference.2015.3138
f52507db-a956-4405-88c8-95baf064e714,Genetic Framework in Biology,2023-01-15 00:56:28.547603,PLOS Biology,2,Biology,0.94,1.0,0.067,True,10.1234/plosbiology.2023.2292
ea288c30-e531-4a52-b3b8-428d29fe5e5f,Biological Framework in Biology,2022-09-21 11:57:33.128126,PLOS Biology,16,Biology,0.218,0.208,0.421,True,10.1234/plosbiology.2022.5916
c29b5c51-c311-4ad7-91e0-bd45be3b2949,Biological Approach in Biology,2019-01-21 21:07:06.614846,Genome Research,151,Biology,0.605,0.52,0.349,True,10.1234/genomeresearch.2019.3194
80bbe740-fb0b-4d16-ad14-10777c8da24b,Experimental Analysis in Engineering,2016-11-27 05:46:13.436728,Journal of Engineering,3,Engineering,0.842,0.781,0.509,True,10.1234/journalofengineering.2016.6883
1505fa10-c381-437f-85ea-577285edff53,Evolutionary Analysis in Biology,2017-05-27 05:06:42.397943,Cell,310,Biology,0.147,0.151,0.439,True,10.1234/cell.2017.2834
9a1654e7-3dde-49af-b7fe-8bc19e99134f,Data Approach in Computer Science,2021-08-30 01:25:55.332757,KDD,7,Computer Science,0.236,0.281,0.028,True,10.1234/kdd.2021.3153
02bbd588-5c81-4668-add4-f6ea90fd03a4,Advanced Approach in Engineering,2019-04-17 06:21:12.946364,Journal of Engineering,47,Engineering,0.748,0.623,0.553,True,10.1234/journalofengineering.2019.2809
158242e5-66af-48b2-be03-3b738818c278,Particle Approach in Physics,2020-12-11 22:00:14.139875,Physical Review Letters,7,Physics,0.202,0.242,0.24,True,10.1234/physicalreviewletters.2020.3797
6ef088de-c26e-44bd-a5fc-adaa8f4496ec,Theoretical Framework in Chemistry,2017-04-29 22:08:23.038317,International Conference,12,Chemistry,0.655,0.735,0.496,True,10.1234/internationalconference.2017.5678
245db057-1446-428a-8c2c-b9d2ab32d2a0,Theoretical Analysis in Medicine,2022-09-14 09:44:07.843300,JAMA,57,Medicine,0.985,0.914,0.11,True,10.1234/jama.2022.8847
28b277ed-9680-47c8-b337-f75db07cf225,Data Framework in Computer Science,2019-10-08 03:36:30.706426,ICML,31,Computer Science,0.638,0.735,0.424,False,10.1234/icml.2019.3079
c0d8b868-8003-4d75-819b-30b973a3ec59,Learning Framework in Computer Science,2015-10-09 22:53:18.802610,SIGIR,47,Computer Science,0.648,0.458,0.466,True,10.1234/sigir.2015.7215
b29c2311-32f9-4dd9-bd75-72f1eb2186e7,Quantum Approach in Physics,2016-02-13 02:13:24.758755,Science Advances,18,Physics,0.411,0.301,0.622,True,10.1234/scienceadvances.2016.9195
5c60b11c-25ed-4007-9e1a-8fb79faba1f7,Network Analysis in Computer Science,2018-07-22 19:54:12.660532,ICML,16,Computer Science,0.765,0.576,0.217,True,10.1234/icml.2018.8474
85f69d02-fcb9-4353-bb5a-5f66b9497777,Molecular Approach in Biology,2022-02-11 12:35:10.708093,Science,9,Biology,0.177,0.558,0.329,False,10.1234/science.2022.9375
684ed8a8-86f0-4448-ac2d-f6224de0ec68,Novel Framework in Engineering,2025-08-05 12:17:55.733245,Journal of Engineering,2,Engineering,0.675,0.516,0.419,True,10.1234/journalofengineering.2025.2451
40c9c59e-570b-430c-ac6d-5f222871ff32,Advanced Approach in Mathematics,2019-05-20 07:06:49.933170,International Conference,2,Mathematics,0.311,0.0,0.306,True,10.1234/internationalconference.2019.9039
a6103eb3-faaf-488b-a7e2-1cdf6bc737b6,Particle Study in Physics,2022-09-19 06:01:23.654902,Physical Review Letters,39,Physics,0.413,0.348,0.305,True,10.1234/physicalreviewletters.2022.2404
4cdc652b-639a-4f88-b19b-d1539bad76db,Theoretical Analysis in Medicine,2022-11-07 09:14:11.761970,New England Journal of Medicine,134,Medicine,0.501,0.419,0.058,True,10.1234/newenglandjournalofmedicine.2022.1714
ca4ff214-27a4-42cc-8485-c2454804b478,Advanced Framework in Psychology,2017-12-21 21:55:08.766701,International Conference,36,Psychology,0.299,0.399,0.708,True,10.1234/internationalconference.2017.9668
d641f3da-c904-44df-b819-3f5453541d44,Novel Framework in Chemistry,2016-10-16 06:35:20.960991,Journal of Chemistry,90,Chemistry,0.314,0.009,0.231,True,10.1234/journalofchemistry.2016.3094
f675f643-490f-44f5-a5a4-0a5a2fb3dd9b,Thermodynamic Analysis in Physics,2020-03-20 13:52:29.295057,APL,9,Physics,0.212,0.352,0.35,True,10.1234/apl.2020.4775
11bb08d8-490d-4389-b81d-fe1b4a0e0a95,Experimental Analysis in Mathematics,2024-02-09 02:40:53.292538,Journal of Mathematics,3,Mathematics,0.353,0.485,0.344,False,10.1234/journalofmathematics.2024.9353
a4468949-b34f-423a-a83b-d6af94ea0f5b,Theoretical Analysis in Psychology,2023-06-21 22:11:58.398390,Journal of Psychology,0,Psychology,0.593,0.506,0.573,True,10.1234/journalofpsychology.2023.8357
88416b81-e164-4f5d-84fc-3edeade30cd7,Advanced Study in Engineering,2017-05-23 22:01:15.270660,International Conference,10,Engineering,0.608,0.76,0.833,False,10.1234/internationalconference.2017.2921
17b37810-ca63-4af3-a256-94ce20759eec,Novel Framework in Psychology,2023-11-27 09:01:28.305996,International Conference,0,Psychology,0.798,0.878,0.454,True,10.1234/internationalconference.2023.6219
1c5750be-67aa-4b16-b583-f4cbb016ac9f,Molecular Framework in Biology,2022-07-25 18:18:26.642622,PNAS,14,Biology,0.704,0.674,0.326,True,10.1234/pnas.2022.4071
4b34f070-36eb-4afc-ac82-b265f8a5bd90,Machine Approach in Computer Science,2016-04-17 07:21:44.727472,SIGIR,4,Computer Science,0.927,1.0,0.329,True,10.1234/sigir.2016.3755
36a662cc-07bc-466d-9319-513c950b1673,Advanced Study in Engineering,2023-06-19 19:56:58.676807,Journal of Engineering,64,Engineering,0.308,0.198,0.667,True,10.1234/journalofengineering.2023.4265
e883b292-53d3-4b6d-93e1-e76037485799,Atomic Framework in Physics,2022-08-12 20:16:07.981470,Science Advances,92,Physics,0.907,1.0,0.466,True,10.1234/scienceadvances.2022.3431
813cf3d3-5d79-4455-a760-2ef3408eea58,Advanced Analysis in Medicine,2021-01-13 20:10:27.598510,JAMA,25,Medicine,0.737,0.779,0.577,True,10.1234/jama.2021.6387
a4bf7b8f-6475-480e-917b-af9b121e50e8,Quantum Study in Physics,2025-01-03 20:52:16.218754,Nature Physics,2,Physics,0.728,0.845,0.345,False,10.1234/naturephysics.2025.4568
4fd7bb92-96ab-4a4f-9160-8a81b69e1227,Advanced Approach in Sociology,2017-04-19 19:14:38.213828,Journal of Sociology,14,Sociology,0.492,0.427,0.258,True,10.1234/journalofsociology.2017.1337
3be93018-d3a8-426f-9b12-c0fdb7d3741d,Quantum Framework in Physics,2019-02-16 05:35:32.362045,Physical Review Letters,85,Physics,0.692,0.559,0.343,False,10.1234/physicalreviewletters.2019.5074
e120b95c-b058-4d7f-b9ae-ef1f8bb7813e,Experimental Framework in Medicine,2019-01-01 18:59:25.684185,JAMA,325,Medicine,0.297,0.212,0.383,True,10.1234/jama.2019.8429
0694358b-4152-481b-adf3-d21e95c4934c,Cellular Approach in Biology,2015-12-23 07:55:14.159124,Science,25,Biology,0.912,0.739,0.232,False,10.1234/science.2015.1079
49d1d932-93a2-4565-ad50-1d884ba84f8d,Deep Approach in Computer Science,2020-11-04 15:06:28.109618,SIGIR,12,Computer Science,0.752,0.814,0.194,True,10.1234/sigir.2020.2987
43e8e220-a007-4bf3-929c-1a0b7d39e5d8,Experimental Approach in Mathematics,2017-08-07 01:43:06.127322,International Conference,53,Mathematics,0.391,0.163,0.332,False,10.1234/internationalconference.2017.7655
8314dafb-aed3-460a-9f1c-e9977a0c3478,Advanced Approach in Medicine,2020-06-07 10:15:32.646216,The Lancet,495,Medicine,0.824,0.703,0.324,True,10.1234/thelancet.2020.2512
af93a856-8c7b-440f-8563-863af7218daa,Field Study in Physics,2024-04-05 02:25:06.843926,APL,0,Physics,0.379,0.277,0.61,True,10.1234/apl.2024.4851
