paper_id,publication_date,citations,author_count,impact_factor,research_field,publication_year,citation_score,paper_age_days,recency_score,journal_score,collaboration_score,field_median_citations,field_median_authors,field_adjustment,citation_score_adj,composite_score
PAPER_01186,2017-02-21 11:32:31.111775,202,2,2.08,Medicine,2017,67.80871983778151,3165,13.287671232876708,6.898839137645109,48.6582880967408,31.0,4.0,0.9841269841269841,66.73239095146751,51.956307336326525
PAPER_01187,2022-01-26 11:32:31.111775,59,2,3.95,Engineering,2022,52.25324680319138,1365,62.60273972602739,13.101160862354893,48.6582880967408,31.5,4.0,1.0,52.25324680319138,62.399798200109224
PAPER_01188,2024-05-21 11:32:31.111775,2,4,3.76,Psychology,2024,14.020817786189935,519,85.78082191780823,12.470978441127695,73.64028618842732,32.0,4.0,1.0158730158730158,14.243370449462791,54.62762294296576
PAPER_01189,2020-06-24 11:32:31.111775,15,5,2.49,Medicine,2020,35.384604442844484,1946,46.68493150684932,8.258706467661693,81.11243971624383,31.0,4.0,0.9841269841269841,34.82294405486282,52.93066473447203
PAPER_01190,2022-08-12 11:32:31.111775,63,2,2.02,Psychology,2022,53.07690666426673,1167,68.02739726027399,6.69983416252073,48.6582880967408,32.0,4.0,1.0158730158730158,53.919397246239214,63.396615707816395
PAPER_01191,2022-07-01 11:32:31.111775,2,8,1.55,Medicine,2022,14.020817786189935,1209,66.87671232876713,5.140961857379768,93.05165487771984,31.0,4.0,0.9841269841269841,13.798265122917078,49.98383161319863
PAPER_01192,2024-09-05 11:32:31.111775,41,2,1.74,Computer Science,2024,47.701254758821264,412,88.71232876712328,5.7711442786069655,48.6582880967408,32.0,4.0,1.0158730158730158,48.4584175327708,67.15785211129979
PAPER_01193,2022-10-01 11:32:31.111775,18,3,4.18,Biology,2022,37.577808691269304,1117,69.3972602739726,13.86401326699834,63.212055882855765,29.0,4.0,0.9206349206349206,34.595442922120945,58.33274228996338
PAPER_01194,2018-05-06 11:32:31.111775,47,3,7.51,Computer Science,2018,49.40542222903442,2726,25.315068493150683,24.908789386401327,63.212055882855765,32.0,4.0,1.0158730158730158,50.18963528028893,54.87656603594117
PAPER_01195,2024-07-06 11:32:31.111775,1,6,2.46,Physics,2024,8.846151110711121,473,87.04109589041096,8.159203980099502,86.46647167633873,32.0,4.0,1.0158730158730158,8.986566207706534,53.65266431457323
PAPER_01196,2021-09-03 11:32:31.111775,127,4,1.39,Physics,2021,61.92305777497785,1510,58.63013698630137,4.610281923714759,73.64028618842732,32.0,4.0,1.0158730158730158,62.905963453945745,69.53938541157702
PAPER_01197,2020-01-30 11:32:31.111775,327,3,1.04,Medicine,2020,73.93216794847824,2092,42.68493150684931,3.4494195688225546,63.212055882855765,31.0,4.0,0.9841269841269841,72.75864147310557,67.06649071125653
PAPER_01198,2020-11-12 11:32:31.111775,300,5,2.56,Psychology,2020,72.83584384874078,1805,50.54794520547945,8.490878938640133,81.11243971624383,32.0,4.0,1.0158730158730158,73.99196835427634,75.3277924928604
PAPER_01199,2020-10-11 11:32:31.111775,74,3,1.79,Biology,2020,55.10107137734833,1837,49.671232876712324,5.93698175787728,63.212055882855765,29.0,4.0,0.9206349206349206,50.72797047438418,58.246936442321086
PAPER_01200,2019-02-23 11:32:31.111775,5,3,2.17,Physics,2019,22.866968896901056,2433,33.342465753424655,7.197346600331675,63.212055882855765,32.0,4.0,1.0158730158730158,23.229936657169326,38.33455751728819
PAPER_01201,2025-06-17 11:32:31.111775,76,6,1.83,Physics,2025,55.43694071755772,127,96.52054794520548,6.069651741293533,86.46647167633873,32.0,4.0,1.0158730158730158,56.31689215751895,81.69517921728982
PAPER_01202,2022-05-31 11:32:31.111775,1,3,4.27,Physics,2022,8.846151110711121,1240,66.02739726027397,14.162520729684907,63.212055882855765,32.0,4.0,1.0158730158730158,8.986566207706534,43.52694009050281
PAPER_01203,2020-08-15 11:32:31.111775,0,5,4.05,Physics,2020,0.0,1894,48.10958904109589,13.432835820895523,81.11243971624383,32.0,4.0,1.0158730158730158,0.0,36.09476597730538
PAPER_01204,2019-03-28 11:32:31.111775,16,1,8.3,Medicine,2019,36.15831395311713,2400,34.24657534246576,27.52902155887231,28.34686894262107,31.0,4.0,0.9841269841269841,35.584372461797805,43.71148921998019
PAPER_01205,2022-03-11 11:32:31.111775,30,9,4.61,Medicine,2022,43.8255691938098,1321,63.80821917808219,15.290215588723052,95.0212931632136,31.0,4.0,0.9841269841269841,43.1299252383525,67.83036586377838
PAPER_01206,2022-10-11 11:32:31.111775,80,2,1.54,Computer Science,2022,56.08327114475974,1107,69.67123287671232,5.1077943615257055,48.6582880967408,32.0,4.0,1.0158730158730158,56.973481797851164,65.16126325975826
PAPER_01207,2016-06-27 11:32:31.111775,58,6,5.18,Biology,2016,52.03874934502931,3404,6.739726027397264,17.180762852404644,86.46647167633873,29.0,4.0,0.9206349206349206,47.90868987320158,50.024257097891365
PAPER_01208,2022-08-26 11:32:31.111775,26,3,1.6,Chemistry,2022,42.062453358569805,1153,68.41095890410959,5.306799336650084,63.212055882855765,28.0,4.0,0.8888888888888888,37.38884742983982,57.20393440332814
PAPER_01209,2024-02-11 11:32:31.111775,13,6,3.45,Mathematics,2024,33.68043697263133,619,83.04109589041096,11.442786069651742,86.46647167633873,31.0,4.0,0.9841269841269841,33.14582686195464,66.16784329011573
PAPER_01210,2016-12-04 11:32:31.111775,938,2,1.24,Mathematics,2016,87.35557721679905,3244,11.123287671232873,4.112769485903814,48.6582880967408,31.0,4.0,0.9841269841269841,85.96898075304033,60.813654505378466
PAPER_01211,2024-05-14 11:32:31.111775,24,5,1.15,Psychology,2024,41.0802535911584,526,85.58904109589041,3.814262023217247,81.11243971624383,32.0,4.0,1.0158730158730158,41.732321108478374,68.50798803660096
PAPER_01212,2018-02-22 11:32:31.111775,27,4,2.87,Biology,2018,42.52658808334245,2799,23.315068493150683,9.519071310116086,73.64028618842732,29.0,4.0,0.9206349206349206,39.15146204498194,46.24392834549153
PAPER_01213,2022-10-30 11:32:31.111775,7,4,1.33,Physics,2022,26.538453332133365,1088,70.19178082191782,4.411276948590382,73.64028618842732,32.0,4.0,1.0158730158730158,26.959698623119607,54.060075387274175
PAPER_01214,2018-03-07 11:32:31.111775,88,3,2.1,Psychology,2018,57.28531648301254,2786,23.671232876712335,6.965174129353234,63.212055882855765,32.0,4.0,1.0158730158730158,58.19460722083813,53.80544776245556
PAPER_01215,2018-10-12 11:32:31.111775,60,3,2.24,Mathematics,2018,52.46419868601785,2567,29.671232876712327,7.429519071310117,63.212055882855765,31.0,4.0,0.9841269841269841,51.63143362750963,52.41917166644399
PAPER_01216,2023-03-22 11:32:31.111775,10,3,5.4,Mathematics,2023,30.6026548556375,945,74.10958904109589,17.910447761194032,63.212055882855765,31.0,4.0,0.9841269841269841,30.116898429357537,58.59585975999232
PAPER_01217,2016-09-21 11:32:31.111775,3,6,2.21,Computer Science,2016,17.692302221422242,3318,9.095890410958907,7.330016583747927,86.46647167633873,32.0,4.0,1.0158730158730158,17.97313241541307,32.09112239804171
PAPER_01218,2017-07-29 11:32:31.111775,57,5,3.05,Computer Science,2017,51.820585086572414,3007,17.616438356164387,10.11608623548922,81.11243971624383,32.0,4.0,1.0158730158730158,52.643134056200545,53.24276291752656
PAPER_01219,2018-07-03 11:32:31.111775,52,3,5.44,Biology,2018,50.6700498911992,2668,26.90410958904109,18.043117744610285,63.212055882855765,29.0,4.0,0.9206349206349206,46.64861736015164,51.66428316933492
PAPER_01220,2017-10-05 11:32:31.111775,13,5,1.69,Physics,2017,33.68043697263133,2939,19.47945205479452,5.60530679933665,81.11243971624383,32.0,4.0,1.0158730158730158,34.215047083308015,42.75890377206087
PAPER_01221,2022-01-01 11:32:31.111775,233,7,5.9,Physics,2022,69.62243560584437,1390,61.917808219178085,19.568822553897185,90.30280321355949,32.0,4.0,1.0158730158730158,70.72755363133396,82.21733343185402
PAPER_01222,2016-08-27 11:32:31.111775,6,7,6.35,Medicine,2016,24.834285861920208,3343,8.410958904109588,21.061359867330015,90.30280321355949,31.0,4.0,0.9841269841269841,24.440090848238935,39.79495352098871
PAPER_01223,2017-07-27 11:32:31.111775,25,3,14.49,Computer Science,2017,41.5808000334645,3009,17.561643835616437,48.059701492537314,63.212055882855765,32.0,4.0,1.0158730158730158,42.24081273240838,54.22169351816829
PAPER_01224,2015-11-04 11:32:31.111775,215,2,2.76,Computer Science,2015,68.60090669070317,3640,0.2739726027397249,9.154228855721392,48.6582880967408,32.0,4.0,1.0158730158730158,69.68980997150798,49.78185405398002
PAPER_01225,2020-05-24 11:32:31.111775,24,3,2.39,Computer Science,2020,41.0802535911584,1977,45.83561643835616,7.927031509121061,63.212055882855765,32.0,4.0,1.0158730158730158,41.732321108478374,52.662150378901195
PAPER_01226,2020-11-12 11:32:31.111775,50,3,4.63,Chemistry,2020,50.17913173930706,1805,50.54794520547945,15.356550580431177,63.212055882855765,28.0,4.0,0.8888888888888888,44.60367265716183,57.781495814857934
PAPER_01227,2023-07-18 11:32:31.111775,22,5,1.18,Psychology,2023,40.01611262194432,827,77.34246575342466,3.913764510779436,81.11243971624383,32.0,4.0,1.0158730158730158,40.651289012768835,65.18576595829086
PAPER_01228,2022-06-22 11:32:31.111775,13,3,1.12,Medicine,2022,33.68043697263133,1218,66.63013698630137,3.7147595356550585,63.212055882855765,31.0,4.0,0.9841269841269841,33.14582686195464,53.899617501159206
PAPER_01229,2021-01-30 11:32:31.111775,422,4,2.22,Chemistry,2021,77.1783679121916,1726,52.71232876712328,7.36318407960199,73.64028618842732,28.0,4.0,0.8888888888888888,68.60299369972587,71.352044649598
PAPER_01230,2019-01-29 11:32:31.111775,23,4,4.92,Computer Science,2019,40.5592711183233,2458,32.65753424657534,16.318407960199004,73.64028618842732,32.0,4.0,1.0158730158730158,41.2030690725824,52.30804651788332
PAPER_01231,2016-03-06 11:32:31.111775,145,5,1.37,Biology,2016,63.602274507354565,3517,3.643835616438351,4.543946932006634,81.11243971624383,29.0,4.0,0.9206349206349206,58.554474943278805,50.230873708606275
PAPER_01232,2018-05-30 11:32:31.111775,11,3,4.03,Engineering,2018,31.71312000761218,2702,25.972602739726025,13.366500829187396,63.212055882855765,31.5,4.0,1.0,31.71312000761218,42.07368577803819
PAPER_01233,2019-01-17 11:32:31.111775,10,3,1.94,Mathematics,2019,30.6026548556375,2470,32.32876712328767,6.434494195688226,63.212055882855765,31.0,4.0,0.9841269841269841,30.116898429357537,41.48844110903494
PAPER_01234,2023-09-28 11:32:31.111775,1,3,4.16,Computer Science,2023,8.846151110711121,755,79.31506849315069,13.797678275290219,63.212055882855765,32.0,4.0,1.0158730158730158,8.986566207706534,47.889530963459265
PAPER_01235,2018-12-26 11:32:31.111775,52,2,2.83,Physics,2018,50.6700498911992,2492,31.72602739726027,9.386401326699835,48.6582880967408,32.0,4.0,1.0158730158730158,51.474336397408706,50.61874706959401
PAPER_01236,2023-09-12 11:32:31.111775,20,5,1.37,Computer Science,2023,38.855103648110145,771,78.87671232876711,4.543946932006634,81.11243971624383,32.0,4.0,1.0158730158730158,39.47185132506427,65.23655360983135
PAPER_01237,2025-06-14 11:32:31.111775,122,2,1.85,Physics,2025,61.41453240253478,130,96.43835616438356,6.135986733001659,48.6582880967408,32.0,4.0,1.0158730158730158,62.38936625019406,77.33182359749057
PAPER_01238,2020-11-26 11:32:31.111775,29,5,1.74,Medicine,2020,43.407095692480254,1791,50.93150684931507,5.7711442786069655,81.11243971624383,31.0,4.0,0.9841269841269841,42.718094173552,57.92871082276058
PAPER_01239,2016-08-11 11:32:31.111775,297,8,1.54,Computer Science,2016,72.70800673640824,3359,7.972602739726032,5.1077943615257055,93.05165487771984,32.0,4.0,1.0158730158730158,73.86210208143059,62.46202158879307
PAPER_01240,2023-07-10 11:32:31.111775,8,5,2.9,Mathematics,2023,28.04163557237987,835,77.12328767123287,9.618573797678277,81.11243971624383,31.0,4.0,0.9841269841269841,27.596530245834156,59.632424522138336
PAPER_01241,2018-06-07 11:32:31.111775,125,3,10.28,Computer Science,2018,61.722072545011194,2694,26.19178082191781,34.09618573797678,63.212055882855765,32.0,4.0,1.0158730158730158,62.70178798223359,64.35855939971621
PAPER_01242,2018-10-12 11:32:31.111775,82,3,4.22,Psychology,2018,56.3945621464368,2567,29.671232876712327,13.996683250414593,63.212055882855765,32.0,4.0,1.0158730158730158,57.289713926538965,57.221916607456954
PAPER_01243,2024-08-24 11:32:31.111775,80,7,6.42,Computer Science,2024,56.08327114475974,424,88.38356164383562,21.293532338308456,90.30280321355949,32.0,4.0,1.0158730158730158,56.973481797851164,84.1774437001772
PAPER_01244,2024-09-07 11:32:31.111775,110,2,12.9,Mathematics,2024,60.10442946274625,410,88.76712328767124,42.7860696517413,48.6582880967408,31.0,4.0,0.9841269841269841,59.15039089984552,82.85949403466705
PAPER_01245,2022-10-28 11:32:31.111775,77,3,3.33,Biology,2022,55.60161781965442,1090,70.13698630136986,11.044776119402986,63.212055882855765,29.0,4.0,0.9206349206349206,51.18879100857073,66.73636381582601
PAPER_01246,2022-06-05 11:32:31.111775,48,4,1.82,Medicine,2022,49.668571723840415,1235,66.16438356164383,6.036484245439469,73.64028618842732,31.0,4.0,0.9841269841269841,48.88018169647787,64.91822907960403
PAPER_01247,2023-03-25 11:32:31.111775,5,3,8.89,Computer Science,2023,22.866968896901056,942,74.1917808219178,29.485903814262027,63.212055882855765,32.0,4.0,1.0158730158730158,23.229936657169326,58.03304378916633
PAPER_01248,2024-10-29 11:32:31.111775,1,7,4.6,Biology,2024,8.846151110711121,358,90.19178082191782,15.257048092868988,90.30280321355949,29.0,4.0,0.9206349206349206,8.144075625734047,56.93666764340364
PAPER_01249,2018-01-12 11:32:31.111775,175,4,10.58,Computer Science,2018,65.98725929848199,2840,22.191780821917806,35.091210613598676,73.64028618842732,32.0,4.0,1.0158730158730158,67.0346761127436,67.71064279313083
PAPER_01250,2020-07-31 11:32:31.111775,46,4,4.16,Chemistry,2020,49.13673233981174,1909,47.698630136986296,13.797678275290219,73.64028618842732,28.0,4.0,0.8888888888888888,43.67709541316599,58.00909585210151
PAPER_01251,2017-02-06 11:32:31.111775,89,5,5.48,Biology,2017,57.42791347867019,3180,12.876712328767127,18.175787728026535,81.11243971624383,29.0,4.0,0.9206349206349206,52.870142567664615,53.93806547247314
PAPER_01252,2021-12-02 11:32:31.111775,30,1,7.64,Computer Science,2021,43.8255691938098,1420,61.09589041095891,25.339966832504146,28.34686894262107,32.0,4.0,1.0158730158730158,44.52121314926709,56.93676971264963
PAPER_01253,2018-05-02 11:32:31.111775,5,4,5.27,Chemistry,2018,22.866968896901056,2730,25.205479452054792,17.47927031509121,73.64028618842732,28.0,4.0,0.8888888888888888,20.32619457502316,38.905067998597985
PAPER_01254,2023-01-28 11:32:31.111775,5,5,3.48,Engineering,2023,22.866968896901056,998,72.65753424657535,11.542288557213931,81.11243971624383,31.5,4.0,1.0,22.866968896901056,56.10964129468441
PAPER_01255,2017-06-26 11:32:31.111775,58,9,2.92,Physics,2017,52.03874934502931,3040,16.712328767123285,9.684908789386402,95.0212931632136,32.0,4.0,1.0158730158730158,52.86476123939485,55.74396162626023
PAPER_01256,2018-10-17 11:32:31.111775,25,4,6.2,Biology,2018,41.5808000334645,2562,29.808219178082197,20.563847429519072,73.64028618842732,29.0,4.0,0.9206349206349206,38.28073653874509,50.92207464266839
PAPER_01257,2025-01-30 11:32:31.111775,9,2,5.44,Mathematics,2025,29.386277906290324,265,92.73972602739727,18.043117744610285,48.6582880967408,31.0,4.0,0.9841269841269841,28.91982905063492,61.31117562049884
PAPER_01258,2017-05-29 11:32:31.111775,31,5,2.37,Mathematics,2017,44.23075555355561,3068,15.945205479452051,7.860696517412936,81.11243971624383,31.0,4.0,0.9841269841269841,43.52868006857854,47.180603606615314
PAPER_01259,2016-08-12 11:32:31.111775,2,2,3.07,Mathematics,2016,14.020817786189935,3358,7.9999999999999964,10.182421227197347,48.6582880967408,31.0,4.0,0.9841269841269841,13.798265122917078,22.63175780009065
PAPER_01260,2016-06-25 11:32:31.111775,41,4,4.02,Biology,2016,47.701254758821264,3406,6.684931506849312,13.333333333333334,73.64028618842732,29.0,4.0,0.9206349206349206,43.915440889073544,44.2444229251224
PAPER_01261,2017-09-03 11:32:31.111775,13,2,1.09,Medicine,2017,33.68043697263133,2971,18.602739726027394,3.6152570480928694,48.6582880967408,31.0,4.0,0.9841269841269841,33.14582686195464,34.81910774698716
PAPER_01262,2024-09-13 11:32:31.111775,89,7,1.85,Computer Science,2024,57.42791347867019,404,88.93150684931507,6.135986733001659,90.30280321355949,32.0,4.0,1.0158730158730158,58.3394676608713,81.02444780804774
PAPER_01263,2019-04-06 11:32:31.111775,16,4,1.86,Biology,2019,36.15831395311713,2391,34.49315068493151,6.169154228855723,73.64028618842732,29.0,4.0,0.9206349206349206,33.28860649652053,45.947706506340694
PAPER_01264,2022-06-27 11:32:31.111775,27,4,7.44,Biology,2022,42.52658808334245,1213,66.76712328767123,24.67661691542289,73.64028618842732,29.0,4.0,0.9206349206349206,39.15146204498194,64.90107332271594
PAPER_01265,2024-03-18 11:32:31.111775,0,6,2.21,Medicine,2024,0.0,583,84.02739726027397,7.330016583747927,86.46647167633873,31.0,4.0,0.9841269841269841,0.0,47.591551206541475
PAPER_01266,2025-01-21 11:32:31.111775,3,7,3.36,Engineering,2025,17.692302221422242,274,92.4931506849315,11.144278606965175,90.30280321355949,31.5,4.0,1.0,17.692302221422242,61.733147558341116
PAPER_01267,2022-03-13 11:32:31.111775,22,2,6.34,Engineering,2022,40.01611262194432,1319,63.86301369863014,21.028192371475953,48.6582880967408,31.5,4.0,1.0,40.01611262194432,58.37903681379322
PAPER_01268,2019-01-19 11:32:31.111775,29,4,1.9,Computer Science,2019,43.407095692480254,2468,32.38356164383561,6.301824212271974,73.64028618842732,32.0,4.0,1.0158730158730158,44.09609721140851,51.07995112142234
PAPER_01269,2020-09-26 11:32:31.111775,44,3,1.4,Mathematics,2020,48.581762367959065,1852,49.26027397260274,4.643449419568822,63.212055882855765,31.0,4.0,0.9841269841269841,47.81062328275336,56.19466719864666
PAPER_01270,2017-03-17 11:32:31.111775,14,4,9.89,Computer Science,2017,34.560944581769135,3141,13.94520547945205,32.80265339966833,73.64028618842732,32.0,4.0,1.0158730158730158,35.109531003701974,47.18048104037542
PAPER_01271,2021-01-25 11:32:31.111775,60,4,4.66,Psychology,2021,52.46419868601785,1731,52.57534246575343,15.456053067993366,73.64028618842732,32.0,4.0,1.0158730158730158,53.29696374452607,65.25844169682252
PAPER_01272,2023-07-15 11:32:31.111775,119,4,1.58,Physics,2023,61.0993979139025,830,77.26027397260273,5.240464344941957,73.64028618842732,32.0,4.0,1.0158730158730158,62.06922962682158,75.51320315133385
PAPER_01273,2019-03-23 11:32:31.111775,83,2,6.14,Physics,2019,56.54740586953238,2405,34.10958904109589,20.364842454394694,48.6582880967408,32.0,4.0,1.0158730158730158,57.44498374047734,57.574076290005
PAPER_01274,2023-08-30 11:32:31.111775,1,2,5.64,Biology,2023,8.846151110711121,784,78.52054794520548,18.70646766169154,48.6582880967408,29.0,4.0,0.9206349206349206,8.144075625734047,45.557228980968254
PAPER_01275,2020-04-29 11:32:31.111775,29,2,6.45,Physics,2020,43.407095692480254,2002,45.150684931506845,21.39303482587065,48.6582880967408,32.0,4.0,1.0158730158730158,44.09609721140851,54.38682138632086
PAPER_01276,2018-11-13 11:32:31.111775,4,5,1.97,Chemistry,2018,20.5401267955792,2535,30.547945205479454,6.533996683250415,81.11243971624383,28.0,4.0,0.8888888888888888,18.25789048495929,38.15320167248069
PAPER_01277,2021-06-04 11:32:31.111775,11,2,2.79,Physics,2021,31.71312000761218,1601,56.13698630136986,9.253731343283583,48.6582880967408,32.0,4.0,1.0158730158730158,32.216502864875864,48.43415778534349
PAPER_01278,2021-11-13 11:32:31.111775,462,3,4.55,Mathematics,2021,78.33150378377833,1439,60.57534246575342,15.091210613598674,63.212055882855765,31.0,4.0,0.9841269841269841,77.0881465808612,78.52402676772218
PAPER_01279,2021-05-08 11:32:31.111775,6,2,2.49,Physics,2021,24.834285861920208,1628,55.397260273972606,8.258706467661693,48.6582880967408,32.0,4.0,1.0158730158730158,25.22848087560148,44.16529766548834
PAPER_01280,2020-09-21 11:32:31.111775,31,4,1.22,Chemistry,2020,44.23075555355561,1857,49.12328767123287,4.046434494195688,73.64028618842732,28.0,4.0,0.8888888888888888,39.316227158716096,53.526350776591514
PAPER_01281,2016-09-18 11:32:31.111775,46,2,1.44,Medicine,2016,49.13673233981174,3321,9.01369863013699,4.776119402985075,48.6582880967408,31.0,4.0,0.9841269841269841,48.356784207433776,40.08181870833657
PAPER_01282,2022-07-09 11:32:31.111775,62,3,3.73,Computer Science,2022,52.875921434300075,1201,67.0958904109589,12.371475953565508,63.212055882855765,32.0,4.0,1.0158730158730158,53.71522177452706,67.42874732947205
PAPER_01283,2016-04-05 11:32:31.111775,38,3,2.41,Computer Science,2016,46.7554667089433,3487,4.465753424657537,7.993366500829188,63.212055882855765,32.0,4.0,1.0158730158730158,47.49761697416462,41.889000678579706
PAPER_01284,2025-10-15 11:32:31.111775,0,5,1.02,Mathematics,2025,0.0,7,99.8082191780822,3.383084577114428,81.11243971624383,31.0,4.0,0.9841269841269841,0.0,50.75070478513286
PAPER_01285,2020-08-28 11:32:31.111775,17,4,5.37,Biology,2020,36.88778668309099,1881,48.465753424657535,17.81094527363184,73.64028618842732,29.0,4.0,0.9206349206349206,33.96018456538535,54.125362454060586
PAPER_01286,2024-01-19 11:32:31.111775,33,2,2.62,Biology,2024,45.004465063828256,642,82.41095890410959,8.689883913764511,48.6582880967408,29.0,4.0,0.9206349206349206,41.43268212225458,62.0527909560307
PAPER_01287,2019-06-06 11:32:31.111775,3,5,2.13,Computer Science,2019,17.692302221422242,2330,36.16438356164383,7.064676616915423,81.11243971624383,32.0,4.0,1.0158730158730158,17.97313241541307,40.028167942407194
PAPER_01288,2022-08-01 11:32:31.111775,18,3,4.75,Physics,2022,37.577808691269304,1178,67.72602739726028,15.754560530679933,63.212055882855765,32.0,4.0,1.0158730158730158,38.174281845098974,60.20165865006546
PAPER_01289,2018-08-15 11:32:31.111775,1,4,2.82,Biology,2018,8.846151110711121,2625,28.08219178082192,9.35323383084577,73.64028618842732,29.0,4.0,0.9206349206349206,8.144075625734047,31.145367031729666
PAPER_01290,2016-02-07 11:32:31.111775,3,5,4.56,Physics,2016,17.692302221422242,3545,2.876712328767128,15.124378109452735,81.11243971624383,32.0,4.0,1.0158730158730158,17.97313241541307,31.018213097812808
PAPER_01291,2016-11-02 11:32:31.111775,22,3,1.04,Psychology,2016,40.01611262194432,3276,10.246575342465757,3.4494195688225546,63.212055882855765,32.0,4.0,1.0158730158730158,40.651289012768835,38.932067140670476
PAPER_01292,2018-05-19 11:32:31.111775,5,4,1.03,Chemistry,2018,22.866968896901056,2713,25.671232876712324,3.4162520729684913,73.64028618842732,28.0,4.0,0.8888888888888888,20.32619457502316,35.28473879456308
PAPER_01293,2023-05-17 11:32:31.111775,39,5,3.46,Chemistry,2023,47.07858012771256,889,75.64383561643837,11.475953565505804,81.11243971624383,28.0,4.0,0.8888888888888888,41.84762678018894,67.28896687942736
PAPER_01294,2025-03-10 11:32:31.111775,59,3,13.09,Computer Science,2025,52.25324680319138,226,93.8082191780822,43.41625207296849,63.212055882855765,32.0,4.0,1.0158730158730158,53.08266341911505,84.39331928868047
PAPER_01295,2025-06-18 11:32:31.111775,90,3,1.95,Biology,2025,57.56893478467357,126,96.54794520547945,6.467661691542288,63.212055882855765,29.0,4.0,0.9206349206349206,52.999971706524875,75.34592030947694
PAPER_01296,2022-04-07 11:32:31.111775,9,4,4.45,Computer Science,2022,29.386277906290324,1294,64.54794520547945,14.759535655058045,73.64028618842732,32.0,4.0,1.0158730158730158,29.852726761945725,56.49841647765641
PAPER_01297,2022-05-25 11:32:31.111775,7,9,1.57,Psychology,2022,26.538453332133365,1246,65.86301369863014,5.207296849087895,95.0212931632136,32.0,4.0,1.0158730158730158,26.959698623119607,57.12718070466308
PAPER_01298,2016-01-17 11:32:31.111775,4,6,2.12,Mathematics,2016,20.5401267955792,3566,2.3013698630137025,7.031509121061361,86.46647167633873,31.0,4.0,0.9841269841269841,20.214093036919213,30.933725526103512
PAPER_01299,2024-05-22 11:32:31.111775,49,3,1.24,Computer Science,2024,49.92640470186952,518,85.8082191780822,4.112769485903814,63.212055882855765,32.0,4.0,1.0158730158730158,50.71888731618491,69.88307143803223
PAPER_01300,2023-05-09 11:32:31.111775,63,4,7.38,Physics,2023,53.07690666426673,897,75.42465753424658,24.47761194029851,73.64028618842732,32.0,4.0,1.0158730158730158,53.919397246239214,75.68587321341602
PAPER_01301,2025-01-09 11:32:31.111775,1,3,2.12,Biology,2025,8.846151110711121,286,92.16438356164383,7.031509121061361,63.212055882855765,29.0,4.0,0.9206349206349206,8.144075625734047,49.93335906386618
PAPER_01302,2018-11-01 11:32:31.111775,200,1,1.79,Physics,2018,67.68235941603069,2547,30.219178082191778,5.93698175787728,28.34686894262107,32.0,4.0,1.0158730158730158,68.75668258136452,54.3780046915556
PAPER_01303,2022-04-11 11:32:31.111775,2,4,4.93,Computer Science,2022,14.020817786189935,1290,64.65753424657534,16.35157545605307,73.64028618842732,32.0,4.0,1.0158730158730158,14.243370449462791,48.57884465896357
PAPER_01304,2016-04-06 11:32:31.111775,36,3,1.67,Computer Science,2016,46.08361167655632,3486,4.493150684931502,5.538971807628524,63.212055882855765,32.0,4.0,1.0158730158730158,46.8150975761842,40.87247377897391
PAPER_01305,2024-05-15 11:32:31.111775,63,5,1.82,Biology,2024,53.07690666426673,525,85.61643835616438,6.036484245439469,81.11243971624383,29.0,4.0,0.9206349206349206,48.86445375440429,72.94469644373805
PAPER_01306,2024-04-17 11:32:31.111775,126,2,1.33,Biology,2024,61.8229608042994,553,84.84931506849314,4.411276948590382,48.6582880967408,29.0,4.0,0.9206349206349206,56.91637661348198,70.03870653071942
PAPER_01307,2017-10-11 11:32:31.111775,65,4,10.88,Chemistry,2017,53.46962375253855,2933,19.643835616438356,36.08623548922057,73.64028618842732,28.0,4.0,0.8888888888888888,47.52855444670093,56.64564264574275
PAPER_01308,2021-02-02 11:32:31.111775,91,4,1.85,Physics,2021,57.70841484336656,1723,52.7945205479452,6.135986733001659,73.64028618842732,32.0,4.0,1.0158730158730158,58.624421428181904,65.69049710278817
PAPER_01309,2021-08-19 11:32:31.111775,18,3,17.32,Biology,2021,37.577808691269304,1525,58.21917808219178,57.446102819237154,63.212055882855765,29.0,4.0,0.9206349206349206,34.595442922120945,66.28448694979951
PAPER_01310,2023-02-13 11:32:31.111775,96,3,1.58,Physics,2023,58.383826319510256,982,73.0958904109589,5.240464344941957,63.212055882855765,32.0,4.0,1.0158730158730158,59.31055372140724,70.5331376186362
PAPER_01311,2020-10-09 11:32:31.111775,3,5,1.06,Computer Science,2020,17.692302221422242,1839,49.61643835616438,3.5157545605306804,81.11243971624383,32.0,4.0,1.0158730158730158,17.97313241541307,43.5908439777304
PAPER_01312,2018-12-07 11:32:31.111775,146,4,7.78,Mathematics,2018,63.689389510030345,2511,31.205479452054796,25.80431177446103,73.64028618842732,31.0,4.0,0.9841269841269841,62.67844681939494,65.9026747187133
PAPER_01313,2017-11-06 11:32:31.111775,37,5,3.6,Computer Science,2017,46.42395980198043,2907,20.356164383561648,11.940298507462687,81.11243971624383,32.0,4.0,1.0158730158730158,47.16084805280551,51.70778851089855
PAPER_01314,2022-05-18 11:32:31.111775,97,3,2.3,Biology,2022,58.51472283455155,1253,65.67123287671232,7.628524046434494,63.212055882855765,29.0,4.0,0.9206349206349206,53.87069721276174,65.7602691820519
