conversation_id,user_id,start_time,end_time,duration_minutes,category,satisfaction_score,is_resolved
conv_000919,user_00795,2025-09-09 10:48:53.481404,2025-09-09 10:58:53.481404,10,billing_question,5,False
conv_000920,user_00020,2025-09-07 16:11:33.481404,2025-09-07 16:18:33.481404,7,feature_request,3,True
conv_000921,user_00065,2025-09-11 10:01:54.481404,2025-09-11 10:06:54.481404,5,billing_question,2,True
conv_000922,user_00510,2025-09-21 20:23:46.481404,2025-09-21 21:08:46.481404,45,product_inquiry,5,True
conv_000923,user_00420,2025-09-09 17:31:14.481404,2025-09-09 18:01:14.481404,30,customer_support,4,True
conv_000924,user_00069,2025-07-13 18:06:53.481404,2025-07-13 18:10:53.481404,4,product_inquiry,3,True
conv_000925,user_00498,2025-07-28 02:36:19.481404,2025-07-28 02:44:19.481404,8,customer_support,5,True
conv_000926,user_00398,2025-09-11 09:10:26.481404,2025-09-11 09:30:26.481404,20,feature_request,5,True
conv_000927,user_00263,2025-07-14 06:29:03.481404,2025-07-14 06:36:03.481404,7,product_inquiry,5,True
conv_000928,user_00014,2025-10-06 22:16:26.481404,2025-10-06 22:18:26.481404,2,general_feedback,3,True
conv_000929,user_00853,2025-07-17 06:25:09.481404,2025-07-17 06:44:09.481404,19,general_feedback,3,True
conv_000930,user_00762,2025-10-03 22:57:36.481404,2025-10-03 23:05:36.481404,8,technical_help,5,False
conv_000931,user_00632,2025-08-04 07:30:06.481404,2025-08-04 07:40:06.481404,10,customer_support,5,False
conv_000932,user_00312,2025-07-17 01:42:32.481404,2025-07-17 01:47:32.481404,5,feature_request,3,False
conv_000933,user_00237,2025-08-30 02:57:59.481404,2025-08-30 03:14:59.481404,17,product_inquiry,3,True
conv_000934,user_00255,2025-09-02 20:22:01.481404,2025-09-02 20:32:01.481404,10,feature_request,5,True
conv_000935,user_00765,2025-07-19 17:58:20.481404,2025-07-19 18:05:20.481404,7,general_feedback,4,True
conv_000936,user_00438,2025-10-03 05:14:07.481404,2025-10-03 05:17:07.481404,3,product_inquiry,3,True
conv_000937,user_00517,2025-08-11 06:34:06.481404,2025-08-11 06:54:06.481404,20,feature_request,5,True
conv_000938,user_00361,2025-10-05 03:02:55.481404,2025-10-05 03:05:55.481404,3,feature_request,3,True
conv_000939,user_00423,2025-09-21 16:47:06.481404,2025-09-21 16:55:06.481404,8,general_feedback,4,True
conv_000940,user_00577,2025-08-31 11:30:27.481404,2025-08-31 11:32:27.481404,2,billing_question,4,True
conv_000941,user_00261,2025-08-13 10:59:13.481404,2025-08-13 11:18:13.481404,19,billing_question,4,False
conv_000942,user_00036,2025-08-06 02:59:52.481404,2025-08-06 03:04:52.481404,5,customer_support,4,False
conv_000943,user_00912,2025-08-07 19:26:54.481404,2025-08-07 19:28:54.481404,2,technical_help,3,True
conv_000944,user_00323,2025-07-11 14:40:27.481404,2025-07-11 15:07:27.481404,27,feature_request,5,True
conv_000945,user_00949,2025-09-03 00:03:30.481404,2025-09-03 00:12:30.481404,9,customer_support,3,True
conv_000946,user_00160,2025-07-22 22:37:15.481404,2025-07-22 22:50:15.481404,13,technical_help,5,True
conv_000947,user_00263,2025-09-26 06:02:46.481404,2025-09-26 06:08:46.481404,6,customer_support,5,True
conv_000948,user_00940,2025-07-30 14:46:19.481404,2025-07-30 14:53:19.481404,7,general_feedback,4,True
conv_000949,user_00178,2025-08-25 21:52:22.481404,2025-08-25 22:00:22.481404,8,feature_request,5,True
conv_000950,user_00749,2025-09-25 23:40:40.481404,2025-09-25 23:57:40.481404,17,customer_support,3,True
conv_000951,user_00343,2025-08-12 06:50:33.481404,2025-08-12 07:08:33.481404,18,billing_question,3,True
conv_000952,user_00233,2025-09-20 02:19:26.481404,2025-09-20 02:21:26.481404,2,general_feedback,5,True
conv_000953,user_00313,2025-08-29 10:00:29.481404,2025-08-29 10:01:29.481404,1,technical_help,4,True
conv_000954,user_00335,2025-08-27 06:47:13.481404,2025-08-27 06:59:13.481404,12,product_inquiry,3,True
conv_000955,user_00403,2025-08-21 18:28:02.481404,2025-08-21 18:35:02.481404,7,product_inquiry,4,True
conv_000956,user_00404,2025-07-23 21:00:01.481404,2025-07-23 21:09:01.481404,9,technical_help,3,True
conv_000957,user_00764,2025-07-14 07:00:34.481404,2025-07-14 07:17:34.481404,17,technical_help,3,True
conv_000958,user_00445,2025-09-22 15:14:58.481404,2025-09-22 15:18:58.481404,4,product_inquiry,4,True
conv_000959,user_00500,2025-08-16 21:15:57.481404,2025-08-16 21:20:57.481404,5,product_inquiry,4,True
conv_000960,user_00754,2025-08-29 09:41:32.481404,2025-08-29 09:53:32.481404,12,product_inquiry,3,True
conv_000961,user_00441,2025-08-09 21:42:36.481404,2025-08-09 21:49:36.481404,7,customer_support,5,True
conv_000962,user_00375,2025-08-12 07:43:21.481404,2025-08-12 07:48:21.481404,5,technical_help,4,True
conv_000963,user_00025,2025-09-22 05:35:37.481404,2025-09-22 05:49:37.481404,14,product_inquiry,4,True
conv_000964,user_00823,2025-08-21 10:31:50.481404,2025-08-21 10:36:50.481404,5,product_inquiry,3,False
conv_000965,user_00838,2025-08-01 04:10:35.481404,2025-08-01 04:21:35.481404,11,general_feedback,4,False
conv_000966,user_00746,2025-09-30 07:11:27.481404,2025-09-30 07:18:27.481404,7,customer_support,5,False
conv_000967,user_00972,2025-09-07 19:08:49.481404,2025-09-07 19:12:49.481404,4,technical_help,3,True
conv_000968,user_00824,2025-07-20 07:24:10.481404,2025-07-20 07:38:10.481404,14,billing_question,4,False
conv_000969,user_00215,2025-09-19 08:27:41.481404,2025-09-19 09:11:41.481404,44,product_inquiry,4,True
conv_000970,user_00769,2025-08-03 14:49:23.481404,2025-08-03 15:09:23.481404,20,feature_request,5,True
conv_000971,user_00712,2025-09-15 08:19:26.481404,2025-09-15 08:24:26.481404,5,billing_question,5,True
conv_000972,user_00540,2025-07-13 17:25:36.481404,2025-07-13 17:51:36.481404,26,product_inquiry,4,True
conv_000973,user_00809,2025-09-15 03:07:52.481404,2025-09-15 03:20:52.481404,13,customer_support,4,True
conv_000974,user_00009,2025-07-15 23:17:25.481404,2025-07-15 23:51:25.481404,34,general_feedback,5,True
conv_000975,user_00935,2025-09-11 14:15:06.481404,2025-09-11 14:22:06.481404,7,customer_support,3,True
conv_000976,user_00905,2025-09-10 13:20:38.481404,2025-09-10 13:37:38.481404,17,product_inquiry,4,True
conv_000977,user_00727,2025-07-19 04:11:59.481404,2025-07-19 04:26:59.481404,15,billing_question,5,True
conv_000978,user_00191,2025-07-28 19:31:09.481404,2025-07-28 19:50:09.481404,19,feature_request,5,False
conv_000979,user_00254,2025-10-07 01:09:05.481404,2025-10-07 01:14:05.481404,5,technical_help,3,True
conv_000980,user_00763,2025-07-24 17:57:18.481404,2025-07-24 18:02:18.481404,5,technical_help,5,True
conv_000981,user_00641,2025-08-07 20:34:39.481404,2025-08-07 20:39:39.481404,5,feature_request,4,True
conv_000982,user_00641,2025-08-03 12:32:34.481404,2025-08-03 12:40:34.481404,8,customer_support,5,True
conv_000983,user_00231,2025-07-24 05:36:43.481404,2025-07-24 05:43:43.481404,7,billing_question,5,False
conv_000984,user_00748,2025-08-15 14:42:48.481404,2025-08-15 14:52:48.481404,10,general_feedback,5,True
conv_000985,user_00703,2025-07-31 14:03:07.481404,2025-07-31 14:21:07.481404,18,product_inquiry,5,False
conv_000986,user_00994,2025-08-08 20:00:39.481404,2025-08-08 20:15:39.481404,15,billing_question,5,False
conv_000987,user_00669,2025-07-22 23:00:47.481404,2025-07-22 23:10:47.481404,10,general_feedback,3,True
conv_000988,user_00317,2025-09-14 08:30:08.481404,2025-09-14 09:13:08.481404,43,product_inquiry,5,True
conv_000989,user_01000,2025-09-22 06:27:10.481404,2025-09-22 06:36:10.481404,9,general_feedback,5,True
conv_000990,user_00326,2025-07-16 02:07:28.481404,2025-07-16 02:52:28.481404,45,feature_request,5,False
conv_000991,user_00326,2025-09-29 00:20:08.481404,2025-09-29 00:39:08.481404,19,general_feedback,4,True
conv_000992,user_00902,2025-08-18 16:53:23.481404,2025-08-18 17:11:23.481404,18,technical_help,4,True
conv_000993,user_00842,2025-10-04 07:34:49.481404,2025-10-04 07:37:49.481404,3,product_inquiry,2,False
conv_000994,user_00190,2025-07-12 01:09:09.481404,2025-07-12 01:15:09.481404,6,feature_request,5,True
conv_000995,user_00611,2025-08-01 01:07:51.481404,2025-08-01 01:19:51.481404,12,general_feedback,3,True
conv_000996,user_00705,2025-09-23 05:13:59.481404,2025-09-23 05:33:59.481404,20,product_inquiry,5,True
conv_000997,user_00481,2025-09-16 15:13:52.481404,2025-09-16 15:20:52.481404,7,product_inquiry,4,True
conv_000998,user_00141,2025-07-25 09:45:22.481404,2025-07-25 09:50:22.481404,5,product_inquiry,3,True
conv_000999,user_00993,2025-07-10 23:05:31.481404,2025-07-10 23:18:31.481404,13,billing_question,3,True
conv_001000,user_00208,2025-09-21 01:51:13.481404,2025-09-21 01:56:13.481404,5,customer_support,3,True
conv_001001,user_00450,2025-10-01 16:39:48.481404,2025-10-01 16:48:48.481404,9,general_feedback,4,True
conv_001002,user_00909,2025-08-02 11:09:15.481404,2025-08-02 11:27:15.481404,18,billing_question,3,True
conv_001003,user_00845,2025-08-15 10:26:32.481404,2025-08-15 10:33:32.481404,7,billing_question,5,True
conv_001004,user_00586,2025-09-05 03:46:27.481404,2025-09-05 03:56:27.481404,10,feature_request,5,True
conv_001005,user_00806,2025-07-13 05:50:44.481404,2025-07-13 05:58:44.481404,8,billing_question,4,True
conv_001006,user_00044,2025-10-02 17:28:54.481404,2025-10-02 17:40:54.481404,12,feature_request,5,True
conv_001007,user_00753,2025-07-13 07:34:09.481404,2025-07-13 07:44:09.481404,10,billing_question,5,True
conv_001008,user_00986,2025-07-14 06:58:23.481404,2025-07-14 07:03:23.481404,5,technical_help,4,True
conv_001009,user_00312,2025-09-22 14:54:16.481404,2025-09-22 15:00:16.481404,6,billing_question,3,True
conv_001010,user_00628,2025-10-06 17:36:29.481404,2025-10-06 17:38:29.481404,2,general_feedback,5,True
conv_001011,user_00475,2025-09-28 01:53:54.481404,2025-09-28 02:02:54.481404,9,customer_support,5,True
conv_001012,user_00185,2025-09-23 02:40:53.481404,2025-09-23 02:49:53.481404,9,billing_question,4,True
conv_001013,user_00026,2025-07-26 20:55:25.481404,2025-07-26 21:34:25.481404,39,feature_request,5,True
conv_001014,user_00904,2025-08-22 15:35:42.481404,2025-08-22 15:42:42.481404,7,technical_help,4,True
conv_001015,user_00929,2025-09-16 13:57:03.481404,2025-09-16 14:01:03.481404,4,general_feedback,5,False
conv_001016,user_00117,2025-09-16 01:44:02.481404,2025-09-16 01:48:02.481404,4,general_feedback,3,False
conv_001017,user_00725,2025-08-15 19:05:41.481404,2025-08-15 19:15:41.481404,10,billing_question,5,True
conv_001018,user_00787,2025-07-26 02:17:50.481404,2025-07-26 02:32:50.481404,15,feature_request,5,True
conv_001019,user_00167,2025-10-01 20:36:01.481404,2025-10-01 20:55:01.481404,19,product_inquiry,5,False
conv_001020,user_00316,2025-08-08 13:20:10.481404,2025-08-08 13:39:10.481404,19,technical_help,5,False
conv_001021,user_00921,2025-07-22 06:41:20.481404,2025-07-22 06:46:20.481404,5,customer_support,5,True
conv_001022,user_00013,2025-08-23 00:49:16.481404,2025-08-23 01:09:16.481404,20,billing_question,5,True
conv_001023,user_00623,2025-10-03 04:57:11.481404,2025-10-03 05:17:11.481404,20,product_inquiry,3,True
conv_001024,user_00488,2025-08-22 13:23:37.481404,2025-08-22 13:41:37.481404,18,billing_question,3,True
conv_001025,user_00007,2025-08-02 06:19:45.481404,2025-08-02 06:32:45.481404,13,feature_request,5,True
conv_001026,user_00846,2025-07-29 15:56:13.481404,2025-07-29 16:02:13.481404,6,product_inquiry,3,False
conv_001027,user_00358,2025-07-13 01:40:21.481404,2025-07-13 01:44:21.481404,4,customer_support,5,True
conv_001028,user_00618,2025-08-07 11:31:32.481404,2025-08-07 11:46:32.481404,15,customer_support,3,False
conv_001029,user_00183,2025-07-25 04:02:40.481404,2025-07-25 04:16:40.481404,14,feature_request,5,True
conv_001030,user_00610,2025-09-03 01:37:17.481404,2025-09-03 01:47:17.481404,10,billing_question,5,True
conv_001031,user_00954,2025-07-12 23:37:11.481404,2025-07-12 23:44:11.481404,7,technical_help,4,True
conv_001032,user_00389,2025-09-27 03:27:42.481404,2025-09-27 03:30:42.481404,3,billing_question,5,False
conv_001033,user_00483,2025-07-22 13:37:14.481404,2025-07-22 13:40:14.481404,3,general_feedback,4,True
conv_001034,user_00424,2025-08-29 10:37:14.481404,2025-08-29 10:48:14.481404,11,general_feedback,3,True
conv_001035,user_00112,2025-09-02 23:29:17.481404,2025-09-02 23:39:17.481404,10,customer_support,4,True
conv_001036,user_00620,2025-09-24 00:42:36.481404,2025-09-24 01:10:36.481404,28,billing_question,5,True
conv_001037,user_00266,2025-08-29 12:21:24.481404,2025-08-29 12:28:24.481404,7,product_inquiry,5,True
conv_001038,user_00533,2025-09-18 07:13:47.481404,2025-09-18 07:22:47.481404,9,billing_question,3,True
conv_001039,user_00239,2025-09-16 07:14:02.481404,2025-09-16 07:28:02.481404,14,product_inquiry,3,False
conv_001040,user_00477,2025-09-08 05:32:07.481404,2025-09-08 05:35:07.481404,3,general_feedback,3,True
conv_001041,user_00425,2025-08-18 16:53:31.481404,2025-08-18 17:05:31.481404,12,technical_help,5,True
conv_001042,user_00653,2025-07-30 02:53:22.481404,2025-07-30 02:55:22.481404,2,general_feedback,3,True
conv_001043,user_00261,2025-09-24 05:23:43.481404,2025-09-24 05:30:43.481404,7,technical_help,4,True
conv_001044,user_00332,2025-09-21 23:25:18.481404,2025-09-21 23:26:18.481404,1,customer_support,4,True
conv_001045,user_00406,2025-09-17 20:04:22.481404,2025-09-17 20:09:22.481404,5,product_inquiry,3,True
conv_001046,user_00347,2025-10-07 01:10:26.481404,2025-10-07 01:19:26.481404,9,billing_question,3,True
conv_001047,user_00494,2025-07-24 14:10:57.481404,2025-07-24 14:29:57.481404,19,feature_request,4,True
conv_001048,user_00834,2025-08-18 16:41:12.481404,2025-08-18 16:47:12.481404,6,feature_request,4,True
conv_001049,user_00695,2025-08-09 03:16:52.481404,2025-08-09 04:01:52.481404,45,feature_request,4,True
conv_001050,user_00702,2025-08-10 17:04:06.481404,2025-08-10 17:20:06.481404,16,customer_support,3,True
conv_001051,user_00032,2025-08-11 10:23:19.481404,2025-08-11 10:40:19.481404,17,general_feedback,5,True
conv_001052,user_00585,2025-09-06 07:27:51.481404,2025-09-06 07:44:51.481404,17,product_inquiry,5,False
conv_001053,user_00802,2025-09-20 11:19:19.481404,2025-09-20 11:25:19.481404,6,general_feedback,4,True
conv_001054,user_00279,2025-08-18 16:29:32.481404,2025-08-18 16:36:32.481404,7,billing_question,3,True
conv_001055,user_00850,2025-08-07 21:16:56.481404,2025-08-07 21:21:56.481404,5,feature_request,4,False
conv_001056,user_00384,2025-09-23 17:09:30.481404,2025-09-23 17:11:30.481404,2,product_inquiry,3,True
conv_001057,user_00026,2025-09-25 01:58:12.481404,2025-09-25 02:38:12.481404,40,feature_request,4,False
conv_001058,user_00946,2025-08-25 10:40:39.481404,2025-08-25 10:54:39.481404,14,technical_help,3,True
conv_001059,user_00101,2025-09-27 07:49:40.481404,2025-09-27 08:32:40.481404,43,general_feedback,4,True
conv_001060,user_00038,2025-08-23 02:30:44.481404,2025-08-23 03:04:44.481404,34,general_feedback,5,False
conv_001061,user_00319,2025-07-13 18:42:13.481404,2025-07-13 18:45:13.481404,3,technical_help,4,True
conv_001062,user_00106,2025-08-29 01:08:25.481404,2025-08-29 01:14:25.481404,6,customer_support,5,True
conv_001063,user_00655,2025-10-04 02:55:58.481404,2025-10-04 03:06:58.481404,11,technical_help,3,False
conv_001064,user_00284,2025-08-30 04:23:56.481404,2025-08-30 04:53:56.481404,30,billing_question,5,False
conv_001065,user_00153,2025-07-24 19:05:55.481404,2025-07-24 19:18:55.481404,13,customer_support,3,True
conv_001066,user_00574,2025-08-28 09:57:16.481404,2025-08-28 10:05:16.481404,8,product_inquiry,5,True
conv_001067,user_00327,2025-08-04 19:42:12.481404,2025-08-04 19:46:12.481404,4,general_feedback,4,True
conv_001068,user_00176,2025-07-16 10:06:51.481404,2025-07-16 10:20:51.481404,14,feature_request,4,True
conv_001069,user_00052,2025-07-22 03:12:02.481404,2025-07-22 03:14:02.481404,2,billing_question,5,False
conv_001070,user_00393,2025-07-14 17:28:09.481404,2025-07-14 17:31:09.481404,3,billing_question,4,False
conv_001071,user_00611,2025-10-04 00:55:47.481404,2025-10-04 01:14:47.481404,19,feature_request,4,True
conv_001072,user_00838,2025-07-28 17:49:21.481404,2025-07-28 17:56:21.481404,7,billing_question,5,False
conv_001073,user_00833,2025-09-25 09:43:06.481404,2025-09-25 10:22:06.481404,39,customer_support,5,True
conv_001074,user_00660,2025-09-16 11:01:45.481404,2025-09-16 11:05:45.481404,4,billing_question,2,True
conv_001075,user_00148,2025-10-01 02:36:22.481404,2025-10-01 03:02:22.481404,26,technical_help,5,False
conv_001076,user_00940,2025-09-12 02:05:22.481404,2025-09-12 02:20:22.481404,15,technical_help,4,True
conv_001077,user_00067,2025-08-24 15:42:56.481404,2025-08-24 15:45:56.481404,3,technical_help,4,True
conv_001078,user_00175,2025-08-05 21:48:49.481404,2025-08-05 22:04:49.481404,16,feature_request,5,False
conv_001079,user_00106,2025-08-17 21:25:23.481404,2025-08-17 21:28:23.481404,3,technical_help,5,True
conv_001080,user_00812,2025-08-07 20:05:33.481404,2025-08-07 20:15:33.481404,10,billing_question,4,True
conv_001081,user_00245,2025-09-07 18:50:58.481404,2025-09-07 19:02:58.481404,12,feature_request,3,True
conv_001082,user_00394,2025-07-15 22:02:13.481404,2025-07-15 22:09:13.481404,7,product_inquiry,5,True
conv_001083,user_00804,2025-08-20 18:33:14.481404,2025-08-20 18:48:14.481404,15,feature_request,5,True
conv_001084,user_00679,2025-09-12 12:23:58.481404,2025-09-12 12:30:58.481404,7,general_feedback,5,True
conv_001085,user_00499,2025-07-20 14:29:52.481404,2025-07-20 14:38:52.481404,9,technical_help,5,False
conv_001086,user_00456,2025-07-26 14:37:17.481404,2025-07-26 14:51:17.481404,14,billing_question,3,True
conv_001087,user_00702,2025-09-26 13:01:09.481404,2025-09-26 13:18:09.481404,17,technical_help,4,True
conv_001088,user_00063,2025-07-18 07:03:48.481404,2025-07-18 07:05:48.481404,2,product_inquiry,4,True
conv_001089,user_00652,2025-09-26 03:10:08.481404,2025-09-26 03:20:08.481404,10,product_inquiry,5,False
conv_001090,user_00545,2025-08-06 19:21:29.481404,2025-08-06 19:38:29.481404,17,feature_request,5,True
conv_001091,user_00211,2025-09-13 16:09:20.481404,2025-09-13 16:39:20.481404,30,technical_help,5,True
conv_001092,user_00696,2025-08-08 01:45:34.481404,2025-08-08 02:22:34.481404,37,general_feedback,5,True
conv_001093,user_00597,2025-07-10 07:01:32.481404,2025-07-10 07:18:32.481404,17,product_inquiry,4,False
conv_001094,user_00923,2025-08-31 19:06:05.481404,2025-08-31 19:19:05.481404,13,customer_support,5,True
conv_001095,user_00368,2025-07-20 03:43:19.481404,2025-07-20 03:49:19.481404,6,customer_support,3,True
conv_001096,user_00605,2025-08-16 18:49:05.481404,2025-08-16 19:04:05.481404,15,general_feedback,4,True
conv_001097,user_00446,2025-08-31 10:19:30.481404,2025-08-31 10:42:30.481404,23,general_feedback,4,True
conv_001098,user_00193,2025-09-01 10:19:56.481404,2025-09-01 10:36:56.481404,17,technical_help,4,False
conv_001099,user_00894,2025-09-12 13:28:24.481404,2025-09-12 13:32:24.481404,4,product_inquiry,3,False
conv_001100,user_00017,2025-07-23 11:38:28.481404,2025-07-23 11:58:28.481404,20,general_feedback,4,True
conv_001101,user_00140,2025-07-17 17:23:11.481404,2025-07-17 17:41:11.481404,18,general_feedback,5,True
conv_001102,user_00916,2025-09-24 02:26:34.481404,2025-09-24 02:44:34.481404,18,feature_request,3,True
conv_001103,user_00435,2025-09-01 02:28:34.481404,2025-09-01 02:47:34.481404,19,billing_question,4,True
conv_001104,user_00435,2025-09-06 04:51:51.481404,2025-09-06 04:56:51.481404,5,feature_request,4,True
conv_001105,user_00243,2025-09-16 15:29:22.481404,2025-09-16 15:42:22.481404,13,billing_question,5,True
conv_001106,user_00035,2025-07-13 04:20:17.481404,2025-07-13 04:40:17.481404,20,general_feedback,4,False
conv_001107,user_00494,2025-09-14 13:04:53.481404,2025-09-14 13:11:53.481404,7,product_inquiry,5,True
conv_001108,user_00880,2025-09-20 09:05:22.481404,2025-09-20 09:32:22.481404,27,billing_question,5,False
conv_001109,user_00912,2025-09-06 17:40:26.481404,2025-09-06 17:43:26.481404,3,product_inquiry,4,True
conv_001110,user_00680,2025-09-12 10:19:48.481404,2025-09-12 10:22:48.481404,3,general_feedback,5,True
conv_001111,user_00594,2025-08-08 20:17:00.481404,2025-08-08 20:19:00.481404,2,technical_help,5,True
conv_001112,user_00481,2025-08-22 14:05:02.481404,2025-08-22 14:15:02.481404,10,billing_question,5,True
conv_001113,user_00432,2025-08-12 18:27:24.481404,2025-08-12 18:33:24.481404,6,technical_help,3,False
conv_001114,user_00946,2025-09-05 12:42:01.481404,2025-09-05 12:56:01.481404,14,general_feedback,5,True
conv_001115,user_00645,2025-08-24 10:39:01.481404,2025-08-24 10:44:01.481404,5,product_inquiry,4,False
conv_001116,user_00299,2025-09-26 00:58:12.481404,2025-09-26 01:03:12.481404,5,technical_help,4,False
conv_001117,user_00518,2025-07-16 23:12:30.481404,2025-07-16 23:25:30.481404,13,technical_help,3,True
conv_001118,user_00282,2025-09-30 19:03:40.481404,2025-09-30 19:09:40.481404,6,customer_support,5,False
conv_001119,user_00179,2025-10-05 20:51:59.481404,2025-10-05 21:00:59.481404,9,general_feedback,4,True
conv_001120,user_00180,2025-08-03 20:52:08.481404,2025-08-03 20:57:08.481404,5,billing_question,3,True
conv_001121,user_00883,2025-07-12 17:12:46.481404,2025-07-12 17:15:46.481404,3,customer_support,2,True
conv_001122,user_00842,2025-07-24 11:18:09.481404,2025-07-24 11:22:09.481404,4,billing_question,3,True
conv_001123,user_00451,2025-09-17 23:48:24.481404,2025-09-17 23:50:24.481404,2,product_inquiry,4,True
conv_001124,user_00354,2025-07-14 18:41:40.481404,2025-07-14 18:54:40.481404,13,customer_support,3,False
conv_001125,user_00409,2025-08-24 17:48:26.481404,2025-08-24 17:54:26.481404,6,billing_question,5,True
conv_001126,user_00945,2025-08-30 04:58:11.481404,2025-08-30 05:03:11.481404,5,billing_question,5,True
conv_001127,user_00486,2025-08-04 00:04:02.481404,2025-08-04 00:23:02.481404,19,feature_request,5,False
conv_001128,user_00950,2025-09-24 21:58:16.481404,2025-09-24 22:17:16.481404,19,billing_question,5,True
conv_001129,user_00543,2025-09-13 19:19:24.481404,2025-09-13 19:21:24.481404,2,customer_support,5,True
conv_001130,user_00980,2025-09-29 11:19:35.481404,2025-09-29 11:27:35.481404,8,feature_request,5,True
conv_001131,user_00344,2025-08-04 18:00:42.481404,2025-08-04 18:06:42.481404,6,customer_support,4,True
conv_001132,user_00401,2025-08-23 06:34:02.481404,2025-08-23 06:46:02.481404,12,general_feedback,5,True
conv_001133,user_00200,2025-08-28 23:40:59.481404,2025-08-28 23:43:59.481404,3,general_feedback,4,True
conv_001134,user_00321,2025-08-31 16:08:10.481404,2025-08-31 16:10:10.481404,2,general_feedback,3,True
conv_001135,user_00013,2025-08-18 10:23:07.481404,2025-08-18 10:31:07.481404,8,feature_request,3,True
conv_001136,user_00360,2025-07-30 19:23:00.481404,2025-07-30 19:37:00.481404,14,technical_help,3,False
conv_001137,user_00635,2025-07-18 10:20:42.481404,2025-07-18 10:22:42.481404,2,feature_request,5,True
conv_001138,user_00223,2025-09-05 16:46:28.481404,2025-09-05 17:03:28.481404,17,general_feedback,4,False
conv_001139,user_00620,2025-07-22 02:48:44.481404,2025-07-22 03:22:44.481404,34,general_feedback,5,True
conv_001140,user_00991,2025-07-27 10:38:54.481404,2025-07-27 10:46:54.481404,8,general_feedback,3,True
conv_001141,user_00479,2025-09-11 15:07:52.481404,2025-09-11 15:08:52.481404,1,general_feedback,3,True
conv_001142,user_00284,2025-09-22 04:50:35.481404,2025-09-22 05:27:35.481404,37,general_feedback,5,True
conv_001143,user_00332,2025-08-03 11:44:38.481404,2025-08-03 11:46:38.481404,2,customer_support,3,True
conv_001144,user_00392,2025-08-16 05:35:15.481404,2025-08-16 05:42:15.481404,7,customer_support,4,True
conv_001145,user_00272,2025-07-26 18:42:43.481404,2025-07-26 18:46:43.481404,4,customer_support,3,True
conv_001146,user_00206,2025-09-06 18:12:46.481404,2025-09-06 18:20:46.481404,8,product_inquiry,5,True
conv_001147,user_00148,2025-08-30 23:52:14.481404,2025-08-31 00:29:14.481404,37,product_inquiry,5,True
conv_001148,user_00935,2025-08-21 09:03:58.481404,2025-08-21 09:09:58.481404,6,customer_support,3,False
conv_001149,user_00586,2025-09-18 03:24:34.481404,2025-09-18 03:30:34.481404,6,billing_question,3,True
conv_001150,user_00153,2025-09-10 21:23:34.481404,2025-09-10 21:28:34.481404,5,customer_support,5,True
conv_001151,user_00156,2025-09-15 11:21:11.481404,2025-09-15 11:36:11.481404,15,billing_question,5,False
conv_001152,user_00725,2025-09-22 08:38:41.481404,2025-09-22 08:58:41.481404,20,billing_question,4,True
conv_001153,user_00746,2025-09-23 07:49:17.481404,2025-09-23 07:56:17.481404,7,feature_request,3,False
conv_001154,user_00978,2025-09-14 10:12:05.481404,2025-09-14 10:32:05.481404,20,customer_support,5,True
conv_001155,user_00368,2025-08-10 21:04:38.481404,2025-08-10 21:10:38.481404,6,billing_question,3,True
conv_001156,user_00982,2025-09-10 07:53:56.481404,2025-09-10 07:54:56.481404,1,technical_help,4,True
conv_001157,user_00349,2025-07-17 07:35:03.481404,2025-07-17 07:54:03.481404,19,technical_help,5,True
conv_001158,user_00568,2025-07-13 07:45:16.481404,2025-07-13 08:02:16.481404,17,general_feedback,3,True
conv_001159,user_00400,2025-10-04 13:00:40.481404,2025-10-04 13:08:40.481404,8,general_feedback,5,True
conv_001160,user_00087,2025-10-03 10:48:17.481404,2025-10-03 11:07:17.481404,19,general_feedback,3,False
conv_001161,user_00198,2025-07-11 23:12:36.481404,2025-07-11 23:24:36.481404,12,billing_question,4,False
conv_001162,user_00554,2025-09-09 23:21:17.481404,2025-09-09 23:50:17.481404,29,billing_question,5,True
conv_001163,user_00832,2025-08-22 03:04:05.481404,2025-08-22 03:06:05.481404,2,customer_support,4,False
conv_001164,user_00807,2025-09-17 12:11:09.481404,2025-09-17 12:17:09.481404,6,billing_question,3,True
conv_001165,user_00670,2025-09-12 07:03:58.481404,2025-09-12 07:22:58.481404,19,general_feedback,5,False
conv_001166,user_00594,2025-08-01 03:00:08.481404,2025-08-01 03:03:08.481404,3,customer_support,5,False
conv_001167,user_00670,2025-07-11 08:31:35.481404,2025-07-11 08:51:35.481404,20,feature_request,3,True
conv_001168,user_00665,2025-07-22 04:16:52.481404,2025-07-22 04:18:52.481404,2,product_inquiry,5,False
conv_001169,user_00315,2025-09-27 04:34:02.481404,2025-09-27 04:42:02.481404,8,billing_question,5,False
conv_001170,user_00606,2025-07-15 17:08:18.481404,2025-07-15 17:16:18.481404,8,customer_support,4,True
conv_001171,user_00631,2025-07-30 22:04:39.481404,2025-07-30 22:07:39.481404,3,product_inquiry,4,True
conv_001172,user_00856,2025-09-19 03:36:15.481404,2025-09-19 03:44:15.481404,8,technical_help,3,True
conv_001173,user_00590,2025-08-31 12:06:36.481404,2025-08-31 12:08:36.481404,2,technical_help,2,True
conv_001174,user_00608,2025-07-26 08:16:07.481404,2025-07-26 08:31:07.481404,15,customer_support,3,True
